source,target,fraud_ring_edge,timestamp,amount
0,2336,0,42,5720.038778769865
0,2344,0,915,4364.920796978939
0,2354,0,401,4300.275594925081
0,2369,0,653,8666.474627213609
0,2429,0,972,5566.223308670699
0,2442,0,805,7008.62242386954
0,2476,0,213,2028.6343693461426
0,2477,0,914,4442.302417373939
0,2490,0,666,5848.704481236652
0,2511,0,496,9150.008871883812
0,2602,0,212,2501.33219420673
0,2611,0,94,1295.5104110461155
0,2612,0,946,410.4526895538388
0,2641,0,619,2374.0768491867625
0,2682,0,978,5699.833996365971
0,2770,0,707,5827.418381527878
0,2781,0,285,4975.1168341995535
0,2801,0,205,9438.195636098706
0,2814,0,165,6172.589002086962
0,2817,0,871,7570.357694025863
0,2828,0,85,1382.4275745300333
0,2839,0,911,783.059291646086
0,2949,0,311,4935.35653052137
0,2962,0,76,7560.602173947482
0,2963,0,760,6016.353053553527
0,2977,0,897,2927.3003587269027
0,2980,0,202,4886.569837487541
0,2326,0,984,6257.2889246173045
0,2371,0,144,4665.369181988681
0,1731,0,626,2977.187961385499
0,1902,0,943,7130.004496392772
0,2298,0,339,950.1836953080244
0,2583,0,309,516.9613617018485
0,2482,0,407,2530.233999596736
0,1404,0,194,2933.0926914697234
0,2889,0,953,647.1837485996147
0,2078,0,158,6778.737353661869
0,1486,0,903,3054.51424569878
0,849,0,559,4486.3670424309785
0,645,0,530,2853.372227481737
0,1566,0,967,4811.590105266882
0,1598,0,223,4391.59287425105
0,2440,0,273,8279.923942567822
0,1949,0,509,1773.7760120195724
0,705,0,722,5785.603810551662
0,503,0,954,1046.338815382181
0,2957,0,740,3660.1242089060115
0,417,0,189,7382.2876149419735
0,570,0,81,3800.0941334778545
0,151,0,940,3248.5978189295124
0,620,0,920,2166.210593389096
0,1806,0,892,8474.624900961648
0,1289,0,66,9496.853382256573
0,1528,0,633,8762.321269153299
0,1950,0,380,3454.9409785954745
0,1072,0,77,1890.84258252976
0,316,0,285,4609.833900632578
0,2924,0,19,3685.7773586142307
0,875,0,555,4457.65141560414
0,528,0,298,2089.543862210013
1,6,0,130,243.35970392978888
1,7,0,257,860.2406882399597
1,8,0,446,589.0161403047421
1,10,0,675,3328.4725252757808
1,12,0,617,7364.718919189229
1,15,0,91,2218.222629379293
1,35,0,575,4562.593530588506
1,37,0,562,301.0082019721404
1,38,0,303,2486.507995147908
1,41,0,88,983.7978267842839
1,57,0,125,4714.864580377712
1,79,0,682,2478.221530764099
1,83,0,848,7642.5380772109365
1,101,0,34,1469.4474440097658
1,107,0,578,701.2952133076386
1,112,0,289,9326.62106131232
1,118,0,906,5140.970579576595
1,146,0,585,8583.981043481672
1,172,0,212,5098.0598534379715
1,187,0,419,2568.7707315361636
1,190,0,818,3209.712935346279
1,192,0,966,2141.1093514130607
1,199,0,798,2916.634714166816
1,210,0,423,7015.852588268569
1,225,0,913,9183.697297366829
1,244,0,811,5827.136922731745
1,255,0,19,4485.61665260578
1,282,0,8,9261.216056799347
1,305,0,967,3666.1006909501543
1,315,0,892,8196.517562997333
1,324,0,727,4447.456562207828
1,358,0,297,8381.178907115289
1,370,0,10,5507.963160772866
1,378,0,780,3239.4379175086933
1,387,0,322,5321.23117586066
1,405,0,806,2684.0037082878403
1,412,0,69,4556.942632572621
1,413,0,926,1561.7823108483917
1,441,0,11,8071.546675110666
1,445,0,8,7117.767189222554
1,480,0,389,824.8946285022455
1,542,0,359,7844.479523774375
1,627,0,447,1942.360321055903
1,638,0,991,2975.061001211901
1,691,0,839,7093.025509172238
1,728,0,162,184.53637947690515
1,763,0,129,2518.8100578550634
1,792,0,656,7187.905623084104
1,820,0,634,7265.718236106727
1,878,0,156,9390.948307358332
1,920,0,703,6787.19658913148
1,978,0,786,6568.972101574468
1,983,0,968,3679.5997115506952
1,1001,0,252,5314.281952770607
1,1024,0,766,1089.8404469705254
1,1028,0,756,7094.077512813472
1,1106,0,79,9326.869310589564
1,1114,0,482,1229.0366156108696
1,1115,0,386,4124.639872507121
1,1159,0,504,1501.0608998904852
1,1198,0,999,8819.945936338625
1,1246,0,453,6033.664741850886
1,1251,0,332,7693.769475087583
1,1254,0,545,8606.607188614478
1,1263,0,215,5106.621477713629
1,1269,0,224,4388.880112854216
1,1288,0,975,6692.142369480931
1,1298,0,652,8122.008044113894
1,1310,0,101,3088.1221465732688
1,1357,0,173,9584.832742972936
1,1381,0,293,7992.2312844467615
1,1419,0,94,3397.752010805568
1,1426,0,694,8770.305458769624
1,1435,0,247,8679.868000247723
1,1443,0,608,9827.197508617322
1,1445,0,948,5355.3242131226025
1,1497,0,160,9158.488619082938
1,1498,0,481,1512.4486527195374
1,1514,0,431,8703.76848252162
1,1527,0,967,2560.241885398481
1,1615,0,965,6416.999784482608
1,1652,0,857,6271.521170732771
1,1666,0,12,8804.499274450387
1,1694,0,923,5942.329690434673
1,1752,0,642,3645.9721058087284
1,1754,0,289,8426.022243558336
1,1875,0,590,7099.199440074016
1,1885,0,928,786.9516490999725
1,1893,0,309,2551.0116046796675
1,1939,0,319,2891.491714996455
1,1958,0,355,5465.988148976029
1,1961,0,261,5595.4176805246725
1,2118,0,849,1699.9228325173417
1,2171,0,301,2608.883412503943
1,2303,0,369,7968.345674348298
1,2356,0,949,2603.9479164566856
1,2385,0,562,6502.705775750761
1,2418,0,411,5490.2396982334385
1,2467,0,967,5366.160201381211
1,2493,0,806,3074.942243301476
1,2630,0,528,834.4339096412203
1,2659,0,819,9570.241616309266
1,2715,0,250,1161.2317864309184
1,2736,0,710,5118.511676186237
1,2759,0,55,5296.479767683145
1,646,0,110,2802.6788741380055
1,1195,0,217,2690.4626363375796
1,1926,0,694,1989.7840134864864
1,2199,0,945,9889.874962590344
1,2268,0,42,6696.861514133135
1,2849,0,113,7744.087216236035
1,603,0,968,9988.323059832319
1,1673,0,413,5830.017139045456
1,2143,0,401,6000.035010306399
1,2474,0,360,8867.752381263617
1,340,0,126,3657.227942006624
1,2436,0,905,6345.042855706506
1,886,0,4,6067.0635902040885
1,2686,0,158,8211.567056531187
1,2516,0,71,7719.454536202533
1,2941,0,858,8372.010307086042
1,1700,0,998,1457.7376505316608
1,729,0,668,1320.0597632738745
1,574,0,809,4234.276530743068
1,2914,0,209,886.8240605709808
1,2915,0,639,6623.341261218454
1,224,0,820,258.45142102263065
1,1921,0,388,5807.16974591701
1,608,0,19,2619.7984672218795
1,1377,0,901,2213.404480795672
1,1465,0,738,653.9255237149308
1,777,0,602,9318.541567803186
1,49,0,174,4381.766754705638
1,1743,0,556,3462.535376304993
1,2202,0,668,9831.333350189869
1,1531,0,150,3894.5325145568504
1,863,0,11,251.92577411702106
1,1606,0,452,8397.81997343579
1,494,0,20,2967.9909097609875
1,2330,0,434,3496.3918293093416
2,7,0,350,8004.817714923484
2,8,0,729,6817.974625661477
2,11,0,625,3059.9783332741545
2,13,0,589,3811.9721205080577
2,15,0,368,4354.377799741652
2,16,0,388,666.2294955111714
2,28,0,40,989.7456081813956
2,29,0,542,6423.24015704574
2,31,0,898,2783.7698908121156
2,38,0,862,1053.3184399204047
2,41,0,56,8885.516449072693
2,47,0,601,4708.427014454353
2,69,0,892,2065.6846525584187
2,72,0,355,5390.527330206924
2,76,0,322,1165.1599092847769
2,94,0,408,8760.517239901257
2,96,0,549,4759.848099466042
2,100,0,674,3193.078948947367
2,101,0,258,4471.761209242961
2,106,0,196,3545.048761479456
2,107,0,601,8006.821613850737
2,140,0,983,5181.632862627029
2,145,0,325,4670.2375606787655
2,150,0,925,1926.015988905966
2,154,0,104,2717.2828713688814
2,155,0,246,8567.469275469643
2,160,0,476,9353.789432354604
2,173,0,574,9550.107965072468
2,191,0,702,7969.139658981382
2,213,0,875,1756.0216386463296
2,218,0,391,9365.628422033802
2,236,0,994,3264.3488633526
2,254,0,265,797.6893617792243
2,260,0,979,7643.589967004707
2,262,0,388,1346.9915786738766
2,278,0,714,7702.740324310117
2,298,0,259,6332.291168282584
2,302,0,75,2934.595912949766
2,311,0,70,9830.158250127604
2,319,0,171,328.18015656843846
2,326,0,425,1055.2851342483068
2,344,0,121,9237.74981687093
2,364,0,205,2375.776999900904
2,378,0,672,313.49926453829926
2,381,0,963,1605.6156945074142
2,389,0,0,3496.2717413869595
2,417,0,568,5285.901166218963
2,428,0,694,2147.265106512098
2,441,0,831,4951.150060102642
2,464,0,337,6962.138495737107
2,472,0,220,3246.5678218270564
2,482,0,964,1134.1455848084029
2,484,0,330,1053.1589049009488
2,496,0,39,554.7333670474734
2,538,0,657,8719.597921931349
2,547,0,349,6016.679033912812
2,556,0,872,2716.66238546315
2,630,0,209,8237.623920900858
2,639,0,276,4987.9760521036915
2,707,0,572,802.5776994937189
2,713,0,561,8187.022738815117
2,722,0,828,8286.008500716225
2,737,0,965,6367.803712087428
2,739,0,219,5618.313243453995
2,795,0,715,7183.477539347653
2,798,0,791,8936.879795111856
2,809,0,141,9834.083407537746
2,815,0,756,2178.950755906666
2,836,0,41,6514.920444635393
2,853,0,923,191.42404673257104
2,886,0,781,6637.0327229888735
2,966,0,683,2944.567006665806
2,1033,0,974,7404.226815081886
2,1046,0,564,157.5993048924897
2,1066,0,304,396.40622101629134
2,1071,0,685,7645.7271800874705
2,1086,0,683,7224.92735413426
2,1089,0,407,2193.7944019211773
2,1124,0,58,5774.333471913319
2,1391,0,150,2801.607723582703
2,1394,0,625,4178.43443115685
2,1398,0,271,7635.5708397623885
2,1412,0,226,1182.052024502654
2,1431,0,122,9617.827931020636
2,1447,0,756,8724.375302230066
2,1449,0,739,1390.7263851813657
2,1488,0,250,4693.559495160652
2,1533,0,783,8594.561967784955
2,1711,0,140,3915.6941596338315
2,1737,0,695,9073.554567267736
2,1764,0,900,2704.0161381447188
2,1770,0,627,261.98460361158965
2,1817,0,8,5564.587198156951
2,1835,0,479,6208.536866425058
2,1850,0,973,1783.4558101072012
2,1856,0,950,6171.03551577612
2,1882,0,261,6169.267019353679
2,1886,0,852,6784.887634351074
2,1906,0,470,8281.513334399862
2,1961,0,624,9180.73062647538
2,1984,0,729,6340.732012016162
2,2025,0,477,5378.912735172234
2,2053,0,527,1006.4155405983569
2,2233,0,640,5468.452273907204
2,2276,0,21,5089.451386831962
2,2330,0,915,5533.957747657082
2,2336,0,665,511.8775404855215
2,2348,0,209,8512.20188258894
2,2385,0,433,2626.326039558871
2,2427,0,880,1941.587181708832
2,2459,0,523,6883.719900084048
2,2465,0,570,3175.1351333156163
2,2466,0,874,8978.110112141854
2,2481,0,785,7249.301002581651
2,2484,0,174,4884.035322358719
2,2585,0,938,1446.3117538848162
2,2608,0,782,4431.19874175037
2,2819,0,711,2980.121964453739
2,2830,0,204,6259.108933445895
2,2910,0,441,3572.5650877155113
2,2951,0,864,831.0763856345694
2,2964,0,807,3264.422674161128
2,2349,0,921,1031.688504577719
2,399,0,331,1027.1699652958405
2,1263,0,686,9573.247714938914
2,2406,0,277,7838.983130203394
2,2446,0,316,2308.04698900844
2,1968,0,680,8756.349697568721
2,2766,0,337,2351.921355971016
2,2309,0,545,3906.8625717507616
2,169,0,358,4669.115799055779
2,1685,0,147,8786.995747032503
2,308,0,692,2525.700714611419
2,552,0,745,3289.8952669636496
2,1516,0,550,2240.3878536414127
2,1654,0,603,2163.1616516738077
2,2892,0,88,9819.147348028397
2,1586,0,78,5862.0697304126
2,2798,0,701,331.0556031340388
2,1365,0,963,1197.4232641753456
2,2698,0,86,5596.05500166181
2,400,0,74,8334.78350298021
2,2796,0,746,3036.9253097354504
2,885,0,246,1974.7206981658871
2,2035,0,67,1477.4477864756168
2,849,0,187,3102.81273190836
2,2152,0,502,743.1057619907778
2,356,0,891,5441.505862454956
2,1854,0,961,5688.702242324585
2,2271,0,923,6507.570999086979
2,777,0,350,2626.604265769027
2,2395,0,820,4003.010746324704
2,897,0,888,3361.767657501688
2,164,0,347,9192.151961695494
2,2172,0,212,6014.549498202778
2,1742,0,350,3599.2177799039478
2,2822,0,281,3586.312727510318
3,6,0,574,5962.151542671308
3,10,0,879,382.3669355264026
3,19,0,527,8630.902006890534
3,23,0,471,8810.135871817614
3,28,0,579,1764.740738256284
3,29,0,891,6235.7820549826665
3,56,0,575,8256.539498299906
3,58,0,979,5723.565292268687
3,60,0,722,7964.239174899063
3,63,0,373,967.4867614544681
3,66,0,196,669.9972534693652
3,70,0,81,854.1992188896678
3,73,0,432,6877.386708624514
3,87,0,876,1567.2873549450533
3,111,0,307,5491.388674312529
3,193,0,305,773.0125311332051
3,234,0,794,9017.422958847399
3,251,0,359,1031.3673006435804
3,259,0,439,6707.672198808863
3,312,0,541,7786.755336892677
3,369,0,743,8469.075651188474
3,391,0,717,5561.592403045077
3,399,0,61,2049.168721416378
3,442,0,733,9230.970315056042
3,447,0,41,9643.467183961973
3,451,0,743,2166.1800870799607
3,487,0,508,9919.689091456408
3,491,0,88,4039.310418781112
3,540,0,461,3403.4409281039457
3,775,0,859,8695.740495126549
3,844,0,87,7156.835229318963
3,862,0,133,1881.0544879204642
3,921,0,311,9509.539098125635
3,961,0,298,2883.37266759016
3,994,0,450,6273.933565613264
3,1025,0,147,1650.5439762872477
3,1074,0,590,9891.460286783133
3,1125,0,957,2774.2990613057004
3,1178,0,692,9730.01057973722
3,1353,0,637,2778.1154391136906
3,1373,0,889,7840.3834946834695
3,1600,0,115,8716.702199487292
3,1608,0,402,5220.478406297454
3,1653,0,6,6988.966989562513
3,1730,0,142,5145.808360532591
3,1956,0,334,6522.720998086393
3,2186,0,922,5351.6952358097615
3,2228,0,987,364.1255006674728
3,2413,0,803,5078.264163260126
3,2427,0,537,8660.800646750291
3,2442,0,555,7600.908818851171
3,2679,0,189,4041.9415956235616
3,2980,0,80,7448.695132680724
3,2224,0,842,3602.540718974045
3,1117,0,941,7891.509867227063
3,1605,0,214,4745.258598306739
3,1971,0,627,4422.163957884174
3,604,0,756,5781.1306173273015
3,2646,0,127,5293.905652631627
3,1415,0,840,5466.898090410477
3,932,0,643,2370.644064335433
3,294,0,446,6977.684705749108
3,1259,0,874,6766.023982955376
3,2731,0,679,436.43333086054145
3,983,0,602,1418.3521925480297
3,1331,0,321,1397.6465529041707
3,2784,0,645,6709.041809395383
3,2177,0,453,4604.971251543968
3,81,0,558,1266.7685489821536
3,2231,0,472,8112.900613712382
3,1466,0,758,110.99824265700809
3,2082,0,405,9776.39231067478
3,916,0,805,9189.96778981247
3,2762,0,211,6424.725924316036
3,1959,0,858,2894.748576833355
3,758,0,215,8960.554300764863
3,46,0,134,6746.44215751304
3,2779,0,4,2464.906977151274
3,1168,0,712,6940.173912896143
3,1609,0,417,1625.7685858651134
3,803,0,348,6271.093227909577
3,1707,0,981,9410.091576824094
3,2941,0,872,7908.013731347188
3,2195,0,54,3811.682022524821
3,1026,0,811,6131.608581072732
3,706,0,574,7224.912578361395
3,2161,0,529,796.5291546833886
4,6,0,527,1230.286709425387
4,7,0,781,6327.814722629549
4,9,0,964,1103.1127951049082
4,15,0,38,1349.5844178934349
4,42,0,578,2758.5261400727913
4,49,0,326,9098.43184178151
4,76,0,970,7912.449165852313
4,85,0,71,4874.34001449921
4,131,0,312,2095.418312554054
4,176,0,45,5853.625232648289
4,195,0,524,8387.982882046725
4,216,0,719,470.4595162294333
4,258,0,228,5765.5800852821285
4,294,0,217,2041.5212149484225
4,323,0,625,7414.196488852836
4,444,0,183,1497.924858196715
4,464,0,968,807.6215193723253
4,509,0,798,1641.6745281646754
4,523,0,68,1278.5723294311008
4,557,0,392,7992.925734520905
4,565,0,128,549.4098800045314
4,690,0,413,5282.363754250955
4,791,0,211,8375.752188982431
4,951,0,13,2055.5977154041693
4,1036,0,572,1196.047750779889
4,1099,0,819,2501.9384882909103
4,1143,0,386,7829.496002589043
4,1189,0,834,4502.966635909367
4,1200,0,731,1405.4457583921985
4,1274,0,830,8873.288566367812
4,1348,0,476,7619.0382042913225
4,1439,0,730,2825.7010918827036
4,1463,0,270,3259.451432402969
4,1631,0,236,9568.876083686395
4,1649,0,130,1843.1478706951673
4,2045,0,12,1240.6838195025334
4,2047,0,3,7151.263384644042
4,2183,0,754,4553.437038715694
4,2207,0,127,9692.6719146823
4,2289,0,189,8013.633167048587
4,2506,0,102,5122.350845880232
4,2522,0,496,3160.7129707573913
4,2523,0,733,6714.332268518269
4,2597,0,755,818.6405909043721
4,2652,0,155,7419.572188561166
4,2662,0,751,6828.805731622906
4,2663,0,623,1747.4874458213048
4,2679,0,270,6719.758489511059
4,2694,0,835,574.0293489319764
4,2982,0,184,4738.461038552545
4,2996,0,94,1817.7828310925615
4,2997,0,697,617.091187438397
4,671,1,683,8582.70745724403
4,741,1,454,2913.2428083308478
4,23,1,578,7274.051142714923
4,2196,1,712,6604.109192452499
4,996,1,215,2878.975940261418
4,2879,1,912,4897.57287012013
4,2741,1,171,6412.044160060062
4,46,1,52,5392.994380073883
4,914,1,390,2164.4084785481887
4,902,1,444,791.455750245801
4,1155,1,918,8888.097543335663
4,454,1,157,3853.356695279253
4,2913,1,191,3452.7208154539976
4,617,1,337,5322.89529417036
4,2201,1,953,6029.5622082852215
4,941,1,582,2328.964166819241
4,1253,1,456,1861.6813875744547
4,239,1,740,8244.084713209535
4,22,1,865,7901.160780594746
4,2620,1,570,2782.68951253599
4,2416,1,791,9839.997909803102
4,152,1,948,8687.383353690393
4,1008,1,795,5816.935330427106
4,1009,1,875,3184.935793888926
4,1630,1,107,9750.014939394046
4,1350,1,495,8863.52985921718
4,678,1,477,9132.743505844994
4,1398,1,704,6394.110208366405
4,156,1,732,2681.0600464303284
4,213,1,874,4305.0864936425605
4,1096,1,698,5336.784770983701
4,881,1,122,4707.232844912966
4,1632,1,29,9739.808608513358
4,25,1,127,1267.3460428600017
4,1161,1,663,6533.795059375255
4,1363,1,613,5985.211718305932
4,808,1,474,5711.377613151512
4,2011,1,418,3418.927963283352
4,2772,1,125,3143.485473501759
4,53,1,286,1368.8698905678023
4,64,1,769,2116.4025740527554
4,1895,1,846,2198.1672870604184
4,866,1,36,9621.272576611698
4,12,0,215,6710.095939351827
4,1393,0,981,2385.970984129505
4,1049,0,752,4691.281185539533
4,2409,0,53,4922.048789360978
4,585,0,357,5225.84359051975
4,893,0,808,6265.318827102813
4,1309,0,535,9226.979133060087
4,2948,0,91,9771.25156123549
4,285,0,451,182.84494259798194
4,654,0,785,473.61224281430646
4,2761,0,45,9057.71359805333
4,2820,0,28,3619.2394418371655
4,100,0,395,6627.759572061251
4,1458,0,238,3500.8177183428857
4,621,0,225,6472.955537143491
4,421,0,558,3970.5516674213
4,2943,0,322,2670.831809540143
4,2129,0,648,4951.683822728084
4,2025,0,757,5806.400120735764
4,1704,0,934,439.49281427625226
4,1965,0,553,3827.953240005069
4,476,0,237,3745.812207660767
4,514,0,531,8707.502145899849
4,1130,0,500,9962.681873323381
4,1166,0,636,5675.904749686128
4,1993,0,852,3025.201607368871
4,2530,0,156,9466.139109021007
4,1236,0,143,8660.184871195175
4,645,0,42,2261.331379335873
4,1447,0,982,213.83470149924105
4,2198,0,773,2811.1769832518808
4,2947,0,124,5669.2377531958755
4,2981,0,863,5306.973837036948
4,901,0,548,9975.063173745064
4,2288,0,170,9566.49241578238
4,845,0,163,3452.9552450870597
5,6,0,627,8408.044096426322
5,8,0,981,1745.4603140244626
5,14,0,174,9106.859759848561
5,16,0,64,3133.500233053155
5,17,0,829,1745.0098020679134
5,20,0,123,3405.9944721786283
5,23,0,970,3931.1663358287005
5,25,0,74,1154.243445615039
5,26,0,503,1881.714447214831
5,33,0,809,9439.007389765393
5,39,0,211,7543.795290118215
5,50,0,854,2109.9434208577
5,51,0,106,5438.473680705124
5,100,0,87,8188.231960014423
5,103,0,372,2979.711026844926
5,130,0,693,3570.8267245229767
5,133,0,873,9778.447110179617
5,167,0,592,8999.98823121595
5,177,0,685,2213.9326692525765
5,191,0,520,2675.097033510406
5,196,0,842,6023.401300592855
5,213,0,399,6169.500481963622
5,226,0,205,891.2983197545458
5,237,0,515,4088.295420476774
5,238,0,893,6069.3215444200105
5,290,0,392,1929.7422911138722
5,326,0,605,9147.702256336945
5,355,0,96,3328.927817389637
5,361,0,831,8665.440337651979
5,387,0,678,5536.387681169017
5,434,0,599,1572.4876779623394
5,454,0,32,5835.627466289258
5,473,0,698,7436.632244010824
5,479,0,249,294.3116665540694
5,493,0,155,6147.893754610641
5,556,0,831,2646.208938517548
5,568,0,722,4109.623904414156
5,572,0,475,8199.2855382542
5,600,0,394,2257.1287599554757
5,608,0,766,7131.971681993535
5,617,0,754,1739.2511847259793
5,619,0,876,5206.672392343025
5,648,0,799,449.1154546226565
5,666,0,354,6563.151584702767
5,678,0,654,1490.568651808076
5,679,0,608,4377.65345266112
5,695,0,506,9079.190227680036
5,712,0,863,451.40972834534745
5,733,0,346,7183.568300743415
5,748,0,62,5295.981798255722
5,756,0,26,316.1734073208428
5,779,0,129,9532.724254672934
5,783,0,873,1347.7894856734977
5,813,0,117,2680.427502005877
5,830,0,817,902.4365301773937
5,833,0,661,3693.9256492091918
5,850,0,517,9777.087400987059
5,856,0,819,4700.795031349614
5,904,0,312,1658.798886700018
5,907,0,18,4895.882024088771
5,959,0,428,838.7498929706228
5,1023,0,730,9138.21581412704
5,1026,0,687,6629.935048958492
5,1104,0,869,9833.015116499986
5,1133,0,335,9034.353367258302
5,1175,0,814,6440.367858531146
5,1192,0,3,1973.06515523029
5,1238,0,498,5729.361008648731
5,1260,0,176,9565.650694066671
5,1267,0,641,9109.375535695563
5,1272,0,48,9860.476025383352
5,1280,0,723,4306.829290592878
5,1327,0,105,7867.670332309459
5,1347,0,119,7903.474863466731
5,1409,0,339,6127.6099508375655
5,1415,0,933,8683.235781083129
5,1428,0,836,3376.218641563865
5,1535,0,943,4344.668598146775
5,1553,0,627,2002.6925053926784
5,1565,0,999,7921.007898009664
5,1572,0,265,3314.472978237124
5,1599,0,439,2370.508812276399
5,1601,0,213,6377.735304353016
5,1618,0,2,2258.1954534805027
5,1690,0,120,4563.8777815363555
5,1695,0,239,2968.8045395867816
5,1721,0,758,2702.1363754341737
5,1848,0,405,9220.52777188185
5,1889,0,214,842.6183005962488
5,1907,0,551,1972.950861925566
5,1924,0,856,1922.7278090127677
5,1941,0,80,1030.72195527863
5,2090,0,637,7204.164390909848
5,2095,0,218,448.12675592567365
5,2111,0,990,6283.645056130863
5,2118,0,964,4646.630347533669
5,2160,0,71,9028.891916534705
5,2230,0,881,1933.7231559121028
5,2247,0,483,3678.266810159987
5,2549,0,448,633.2837753462322
5,2574,0,957,4442.870815817304
5,2622,0,920,1720.6983450179048
5,2632,0,268,4852.165898617418
5,2752,0,3,425.36755462744344
5,2784,0,788,9776.108530272435
5,2794,0,666,798.9791557974719
5,2889,0,658,3797.220959933356
5,2903,0,217,9212.546740121134
5,2951,0,240,829.0266103766069
5,2976,0,695,4240.327418095292
5,2888,1,503,3177.2608692607396
5,201,1,879,138.94982530757065
5,471,1,696,5015.248930612569
5,2216,1,461,9444.20025403767
5,162,1,882,6660.47395529247
