risk_level,transaction_volume
0,145.4127854507032
2,1079.5902657406955
0,49.647999551219314
2,345.74899001092166
0,295.1709280257432
0,34.57237756363445
2,135.11500044719864
0,103.54688332304374
0,930.8359547317172
1,533.2076269561047
2,1429.2119491445
0,146.84032741120808
2,495.3306687499333
2,1472.391275655014
1,4212.867919710834
2,1850.183827961322
2,668.0199804518086
0,3410.810113342052
0,1968.303934166072
2,459.2770846657984
2,1205.124956421506
2,3712.2117822937485
1,192.7866876692531
0,2828.96219235667
1,54.04340123711011
0,12.123174376944958
0,663.5098780814533
0,1057.035916661005
2,7.757168448776792
2,611.3874853967502
0,741.8178605765194
2,264.07954451334365
2,1941.9521582934024
0,799.8594801630641
0,279.8519709982978
1,1436.79847432422
0,1903.203432387491
0,2418.737065454627
2,1983.8827194406108
0,509.57656780650495
2,26.517078104238767
2,0.7996676346685537
1,1319.4928902531747
0,794.1896809016852
0,837.4044463692638
0,259.19592725076706
0,103.69056412665597
0,889.8429163227992
2,373.3809714414257
0,1408.8281114694416
0,2703.952314460779
0,801.4677137946807
2,801.2427346399784
2,137.93761764922672
0,797.0593185425912
0,140.34509788976294
0,828.7078879812035
0,1159.608440563838
0,1533.2529866362436
0,560.922825149843
0,298.86905030438646
1,681.6568224569113
0,2603.3509580111827
2,238.44158329119264
2,42.10417516839377
1,689.5245043406329
0,526.337481269965
2,4861.956333534223
0,705.6922258991708
2,15.559249522936787
2,269.55666936325036
2,500.5843213998663
0,85.19476467551031
2,1417.034903419636
2,76.64810344593549
2,1702.104198224666
0,794.580517840136
2,422.7714315059529
2,2727.9703041395715
0,279.34297328106777
0,1186.328429930079
0,1941.349258396367
0,2107.7462468007875
0,2282.7759812530294
0,2068.1202577545887
0,2452.9268716358483
0,927.4277655893263
2,57.86916234897837
0,1765.5187618594084
2,138.03702072574472
2,2367.304909873727
0,264.1953721603201
2,279.85047516472
0,1774.1438030903387
1,547.9603720694372
0,287.53844331156915
0,200.30936676841642
2,627.9971852831645
0,534.0330771006693
0,1739.5102120313
0,2692.582726522254
0,96.59167763893049
0,35.16950915844827
2,328.56892572501937
0,510.41734003697593
0,2055.5255014520085
1,117.40487168000317
0,238.61196048696291
2,361.98614123919316
1,1370.4028088330306
0,1032.1231014012892
2,245.9582875462527
0,1530.4413213293888
0,175.09321750336295
0,1493.4111307940366
2,296.5892806069495
2,141.62657252748784
0,1593.291736425458
1,51.749141132672776
0,638.6297105973214
0,687.5962739774026
1,738.0043176694086
0,168.98762757332756
1,1376.0305902011778
1,3153.772902113207
0,1319.6891948740245
0,2.3970231358973972
0,427.19243995570935
0,1785.4064642969302
0,3944.2457273600685
0,3599.5337329595154
2,428.5503515604991
2,403.7055335607496
0,266.38356278275273
0,822.8663237789615
0,6.444367833385162
2,635.5530809376692
2,496.8351402769733
2,44.71888317342101
0,456.7718586420486
1,427.71908786462393
1,235.75999289036662
1,187.69624821676067
0,984.946461971217
0,914.622014915349
0,1638.1391394306333
1,988.2377732036048
0,1055.0482693324302
0,1901.7806742170405
0,92.42076950447026
1,2228.6279541036497
0,809.5760643360135
0,278.8560944658903
0,13.989810958247828
2,1053.333375039221
1,275.5635754379291
0,2066.276879568036
2,545.495564289793
0,1414.3297186764814
2,137.10858542325164
1,753.6607808723148
0,630.2182967520195
0,8.985084459872944
0,168.2875181621628
0,1666.060785300073
2,62.03092127877984
2,863.5619178552346
0,1388.55230037555
1,51.109880023925584
0,1905.7896420935526
2,720.5816754581266
0,130.88082321344893
1,838.1131270068927
2,591.0963278652413
2,356.4417348130432
0,83.71224487992893
0,692.3065340414726
0,121.66304978337759
2,2098.6773356352005
0,3073.9522324722984
1,1692.464350491436
1,450.4286366359117
0,594.021074572429
0,438.94330544781275
0,90.98238817328
0,1130.9913588409406
2,21.907395908702842
1,1226.9918828943405
0,165.7184415600419
0,696.1086836429041
2,2707.6258772901047
1,183.324463429807
2,1092.3388493483028
0,926.3046780221079
0,90.90379564565237
0,2968.8608502635857
0,14.514584663458537
0,205.6407438346851
0,557.6263582592428
0,141.31884794656247
0,32.91482551307616
0,1244.125404387202
0,980.6954958903714
0,763.393405711886
0,2578.7951976518266
0,685.0164553804195
2,5629.817148402067
1,575.5360247331732
0,889.5624848092267
0,851.6669040398048
1,522.1530161874588
0,2976.694690516453
0,1370.477287203527
1,280.8660703426859
1,148.0334075427416
1,874.4026198982982
0,177.83507146669334
1,433.7797883788659
1,305.10057898286266
0,319.9822619563183
0,510.9345111074186
2,1630.7957465426384
0,136.6570754722925
1,192.78799614334164
1,393.9253299299785
0,1890.3886801098624
0,79.65075097159051
0,753.1373902605563
0,84.68932031028442
2,2668.6271961145044
0,84.49645549769137
0,778.4270232700761
0,679.7807977237824
0,3052.128705893948
0,851.692331266889
0,676.3490389112004
0,2300.7140563543553
0,3017.8404066131625
0,1614.4653896888613
0,402.7302568945203
0,229.7620841843979
0,520.3030342653415
0,1018.0653814847637
1,947.4549965015864
1,148.64289048896543
0,745.4115977305213
0,1830.2591642913394
2,546.7095765345613
1,244.2341590349364
0,156.81882120009544
1,647.3346640615812
2,1581.165419937763
0,2705.674123507008
0,1631.2290541211087
0,160.6076990645193
1,1744.4809335561336
0,3484.9417648388885
1,1844.8807282028208
0,268.52734129537095
0,637.2673279181643
0,176.49484920887494
0,82.37923151924605
1,1220.6898894681613
0,77.15677347707265
0,1007.9264780604666
0,826.7131942339724
0,947.2166185648292
2,374.3513896763458
0,884.8495109643032
2,280.8178724938698
0,1476.7505531703475
0,345.16039679117506
0,251.9383552676576
0,1730.0115610750165
0,2330.6703624756583
0,175.1874966101778
0,234.70729373695735
1,623.1289899732734
0,585.4792225479007
0,1170.8928533862138
1,3300.3804933312067
2,592.7259522226246
0,549.8218103172123
0,1096.0805067067388
2,2343.6859977823656
0,0.9661569315817548
0,1445.8470134124477
1,318.019706558206
1,8.863739649957727
2,1062.1676099635458
0,825.2781391027917
0,1279.4989784130964
0,493.3275245102688
0,2344.5765456295658
1,1961.8333385035833
0,89.43629250675674
0,1280.6648712293857
0,2177.870704469984
0,1171.8088066796247
1,1300.2710248585913
0,36.255378516096535
0,215.95784841777774
1,72.07923399624923
0,3278.822415559429
0,2747.1284643054473
0,756.5397735864618
0,1798.5269720833805
0,278.9504678355954
1,1225.3453945509398
1,936.3264623224127
0,1390.7597014256412
0,223.48877263224205
0,31.846522478819576
0,301.3821775670454
0,2981.879263386302
1,1038.0906097215893
0,3329.2715051473447
0,1025.273740409882
0,398.12250316975815
1,854.8709324515086
0,461.9032001270262
0,2865.0582931117865
0,1079.3351156470148
0,209.22126034843484
0,879.8933468358254
0,121.4430367414913
0,422.4547624608983
0,235.3730426561947
0,1938.45861279273
0,2493.9599679766934
2,1182.727852899522
1,751.0052716583806
0,339.2249600173838
0,3341.7607595329164
1,1186.4399745566004
2,189.015726765401
2,787.5026928208439
0,188.13851060597239
1,726.2249009328692
0,1750.7502189893994
0,306.03266739185415
0,870.5873443609765
0,628.3341845690901
0,3647.450836315149
0,322.9383247267062
0,200.9127532755649
0,1739.688077127594
2,209.39124436697827
0,216.11963557140797
0,624.9166486210108
2,231.03472676018617
0,589.344260348223
0,174.89331513898273
1,3594.399974669338
1,520.742758609375
2,808.0734987540703
2,2488.810908893951
0,443.93479151463504
0,727.6464410419262
2,3859.3184599062442
0,931.196832042656
0,725.8857912748375
0,371.5752253362995
2,698.962072361824
0,201.68758847003753
1,3361.9049898404064
1,1480.566007840036
0,326.07397539624947
0,250.8332072152255
1,1565.101571878873
0,2003.1162360991264
2,932.5265194011711
1,1288.1035735249866
0,992.4909264668432
0,533.9832126147137
0,3197.841577756294
1,588.6066480763227
0,308.4239991418651
0,305.50301529911496
0,1232.8109941394298
0,156.02143324815142
0,528.4265551443308
0,1371.0345570010568
0,1127.469656771641
0,284.7875345236715
1,1047.7771846249868
0,81.8781550283609
0,1022.1798086745208
0,687.3614040700269
0,127.41672397989714
0,274.0047791846985
0,192.6930588994152
2,1820.6856757708533
0,597.8789979590141
0,155.09782080356703
0,1888.053362478729
0,639.1093981348298
1,1490.098625144654
0,791.7134115953364
1,1587.445019198784
0,720.53392375752
0,127.20060682975048
1,59.8131608988154
0,1128.4315497431755
2,65.6709214702993
1,438.40106303765674
1,2019.9321135184566
1,1453.0612467737521
0,671.0215411968496
1,447.75218458150374
0,701.8060965990785
0,508.40703057823987
0,2065.99012330057
1,809.0593616233839
0,2876.017177906306
1,5124.926618481833
0,696.1558596589707
0,2166.6799473369906
0,534.5682017092829
1,138.72637810368946
0,850.565149286638
0,493.7552236190093
2,2440.5769576640528
1,1242.4242993426938
1,733.0754873580903
1,1370.0344379702096
0,2114.5135203745913
0,1642.584485192096
0,417.71213316243563
0,202.53965396928146
0,1678.2284377529845
0,1268.6279120276974
1,523.0699582024837
0,210.94842407527412
0,5549.2827396924185
0,1406.6807523495727
0,2492.656820393126
0,105.56813825720576
0,544.6474101682475
2,8.299792003371739
0,227.18764389787341
0,590.7917857063102
2,565.266048065689
0,253.6827408240454
0,75.07247417372528
0,899.8211829540697
1,170.3363215230344
0,1140.120752130141
0,3299.0660775768943
0,1234.909635354113
1,1344.6312453434089
0,1248.2807501183072
1,667.6237098950164
0,123.30093129055243
0,2468.9868507505016
0,1037.6466906330754
1,1077.2595226274573
0,3132.04760520942
0,214.3766194222648
0,1020.6201788948329
0,328.93517394902835
2,1161.1100038758916
0,860.1485656875923
0,1121.6696024409878
0,572.1996069941183
2,218.85384808725112
0,319.6544857623848
0,431.2885280872474
0,1874.504594535748
1,556.0955788643885
0,1720.3478122151603
1,659.3764385330951
0,1223.529962540003
0,1095.8942565446275
0,382.2607881813708
0,2350.338619309677
1,474.8274327091633
0,281.7039191918423
1,1181.363364624837
1,191.50802024771323
1,1731.909050033008
2,477.8660971135237
0,53.03983150291041
2,317.4028160902168
0,112.80095866901243
1,457.5280273921383
0,893.9403483610506
1,470.38617057656245
1,199.35581927299452
0,760.3434863964675
0,681.7693279919479
2,22.630250268095512
0,14.600454634005802
2,767.2392448492513
2,578.8929993786596
0,1490.187667122755
0,812.4777061685799
0,671.0394845648136
1,362.92656833641144
2,494.92772706871983
0,106.2913322136114
0,1656.0234287868984
1,916.2808633903105
2,819.6637195726515
1,457.2710249192255
1,1084.2921405996863
0,168.8768242456367
0,1.3942086621044787
0,1240.341788897894
0,1210.280006663575
0,337.5640360448299
0,4435.738591696438
0,1488.7338926100635
1,1763.2785540167679
2,1492.7360178363688
1,1163.731103484671
0,21.215181122125383
0,329.12030623290195
0,1437.8648926454416
0,618.0692542186122
0,229.9477088299299
1,1940.9509172521869
0,2787.542160901855
0,570.7225202350377
1,2191.2193280550605
2,214.12565375349118
0,1731.4457541745303
0,66.89160045157394
0,688.3601138456065
0,47.03457143266912
0,272.45996086087837
0,543.8352984806754
0,1325.3507335751365
1,339.5555462644429
0,347.770997292909
0,332.9353309091808
0,217.50749051345704
0,548.6336082071408
0,1732.8849808083667
0,68.209051405738
0,361.16241290818436
1,37.58415783749174
0,423.9627679514205
1,1995.726559550177
0,611.3151792174183
0,236.46900042000195
0,206.14858554746894
2,1263.6218663108277
0,905.4992471796339
0,43.399519910292426
0,987.5390645914063
0,325.51324046014287
0,1217.3552060492534
0,1547.1544729899704
2,227.7932501231139
0,80.17868215944667
0,627.431409853134
0,2994.6818266699584
0,2363.6379994577505
0,737.6634676089343
0,1267.249673301859
0,6.774969828978561
0,2831.1486060068473
0,426.5555937049863
2,1733.3198980311004
0,2275.930904011638
2,91.52130188299653
1,953.9342410069593
0,142.96240307152365
1,229.81216590892802
0,17.704340072067335
1,2504.7914562117426
2,2782.484398669808
0,1399.5091220924762
2,47.72081122884743
0,1204.2977560304205
0,4437.960754485162
0,2465.425337231047
0,1668.9734282972129
0,1685.1436690944097
0,0.5899359436194723
0,158.31707317234273
2,779.0011726571977
1,2195.075982693371
2,1048.3587693889358
0,928.4282352390312
0,41.504834396889244
0,145.49006924388982
1,2484.76764663482
0,2806.733713316896
0,182.9968733093242
1,200.32882631338384
0,931.1603065402892
0,59.94104826982129
0,327.8671337692683
0,417.10312130912547
0,368.9740231011486
0,436.60377611862634
1,240.22622618499474
1,127.25386416103859
0,1080.020631395058
0,399.37563905264494
0,1668.9518850598502
0,525.3560036644043
0,1177.7271671686058
0,91.97288824233249
0,2412.142482769929
0,641.7726037341716
0,39.80068146898504
1,1069.405093232448
0,50.27826823027379
0,166.3555952856746
0,4544.5918695443215
1,229.6506615771171
0,140.10842671741386
1,486.0333867127608
0,1683.616992482415
2,1920.1664790271143
0,3368.1029070483987
2,890.097527807988
0,276.45372393445865
0,33.753219953712076
0,200.6405193195857
0,2688.5050337435046
2,1663.8534085152623
0,1565.7868909042809
1,6059.601430853651
0,171.20523874220785
2,564.7888829651012
0,2569.4999741141205
0,1340.7777948265277
2,301.5321677341824
0,625.7685058665692
0,440.20329256327517
0,903.3864572841637
0,1573.9901615176705
1,3547.2287794689187
0,1581.892649402466
0,152.80589077399026
0,337.2333394461749
0,917.1959699798889
0,2163.559009443344
2,40.19887791822069
0,184.6726310253626
0,166.17564679157687
0,2219.611479855331
0,148.12033170731294
0,1853.239226991191
0,601.837399369339
0,599.5719629764694
0,708.0613450977431
0,498.0588661758043
0,663.6510797026115
0,301.30940870096833
1,92.3612915737657
0,1075.7359508108996
0,1573.5974845935066
0,2237.6997873658197
0,2229.1855786929054
0,2450.8274156704524
2,1774.147650935307
0,309.7395491678663
1,358.5723936324918
1,570.8001223473425
0,189.2059543453716
1,976.5231471918542
1,756.6070184234528
0,1041.7108827243983
0,263.7396323643925
0,157.62961829632422
0,200.90008170159777
1,134.659574337224
0,66.75391602183608
0,499.92268047076226
0,269.14928382194506
0,391.4489322978624
1,194.10749156682172
1,4416.061299534194
1,2615.3543469529295
0,5024.471070371934
1,365.69687363030454
1,300.4217355355096
2,1935.8448045126684
0,1465.591125771339
2,980.6187320129198
1,328.728869762915
0,233.45024803127208
2,2144.80194100323
2,1919.0910537350442
0,1187.9795995438615
2,517.1719056050475
1,1085.4805955155036
0,917.0146880598959
0,2329.104772670876
1,458.2395921990459
2,536.6955757424588
2,601.1300440711117
0,436.0483209178546
1,505.11367903301596
0,190.70118013299322
0,99.74372861000718
0,3044.1358359952683
0,391.2421400784798
0,900.2972496639115
0,1177.9213524272666
0,366.63653785483274
0,214.63177787477673
0,575.8107666342827
0,1649.274613528213
1,2255.9407532922933
0,3429.4587364519284
0,537.2400777296581
0,2221.7350596641286
0,104.0999495629787
0,186.27709791189827
1,575.4512305904404
1,324.9320356585086
1,387.10369900989986
0,44.19450602836358
1,1476.8906615659344
0,678.251192161285
0,3347.0315883592166
0,427.40285601525403
0,362.4451559055419
0,770.7578166446531
0,228.17563888721347
0,1043.888046838082
2,2500.7631216404593
0,1664.0783126814442
1,200.39955027117327
0,1710.7868956307777
0,943.7210369602578
1,51.01293059596312
0,3463.365868718002
0,336.902831424222
0,295.42951627393194
0,1582.1747190079327
1,1153.4590500098639
0,949.6083591428866
0,363.15184711036744
0,970.8506535102407
0,126.02173541449433
2,1208.7070364133672
0,2140.292919457035
0,467.3397842972367
0,314.79073709038397
0,1245.9534567458506
0,1343.4529251359527
0,503.3285848336847
0,1488.7664989676987
0,3749.272710570006
1,2385.589280457749
2,518.9655000570807
0,561.1021948043608
1,1886.011805153512
0,323.2932861313199
0,300.2660541809144
2,3733.6993201958376
0,749.351987775953
1,1654.5693694721988
0,317.1754898262383
1,10.808063559204586
1,2343.7308639257994
0,994.2371525124693
1,1497.2272247650985
0,507.7814280143921
0,1012.1816275088324
0,810.7157386185075
0,134.91066607501455
0,449.4419919169891
0,1019.0892705027261
1,1094.2739153179666
2,1370.494330258774
0,2053.3798416277546
1,1457.9328866577675
0,1385.1486943714247
0,819.7277973017783
2,1840.1826347870467
2,120.43599436437025
1,450.82605513393685
2,166.45158850463235
0,1665.9044653129113
0,1797.1200317518358
1,2653.163069114264
1,284.6302550269333
0,36.08855264570924
0,3812.6418332677204
0,304.92020844213164
2,802.705946915023
0,207.82797510792943
2,473.0602851161156
0,1814.8068661486197
0,1032.7232395995175
1,1645.4358999119802
0,1496.8084732497302
0,2155.275531593648
0,293.24123903756504
0,10.562592870700668
0,1502.1485116571578
0,256.9892707314735
0,5584.071054048705
0,387.839701722482
2,187.92880512853168
0,176.7625935429496
0,636.120208024358
0,511.0556758319743
0,1916.6093578803097
0,484.4301695578092
0,74.70525560863969
0,1216.9480650806079
0,487.714619319987
0,30.15117900434304
0,324.3101989312561
0,841.6773753706121
0,191.002581741856
1,125.47881174857733
0,829.4644564827893
2,395.4136773449973
1,823.8229154405756
0,957.3960310379262
0,429.4313901026219
0,457.540271457967
0,3589.8340650457494
0,174.9969874567435
0,675.172112033091
0,166.12366543534029
0,758.621310061315
0,517.8797268117621
0,680.7930292426263
0,767.8573675275634
2,193.0071775419513
1,288.51635520910196
0,77.95868649108645
0,797.5885033484242
0,3382.805666537541
0,253.14998032737662
1,2200.6778635781475
0,2107.4604674300367
1,248.14426888368416
1,1300.0457817399033
0,888.8537012638263
0,1001.4951860927928
0,1925.9493345148612
0,1630.3307532391684
2,601.7730490578347
0,158.9260153901138
0,448.7231985508979
0,2626.949218225032
0,163.00981010106236
0,1517.2877443006914
0,100.50849267825772
0,463.941163647341
1,1635.15878380458
2,771.6982210920905
1,1338.882186683513
0,1290.1544488554755
2,723.1198419960748
0,1042.0357281346437
0,2721.319808332641
0,322.9982024528175
0,2036.3524069454595
0,2432.621180978303
1,808.8331471765451
0,563.2022104823787
2,786.4712024816235
0,921.7871364008204
0,13.547681213983335
0,1192.6968490554543
0,1289.8595863458386
2,340.43684071136295
0,107.95584547690784
0,2154.1043692316357
2,743.845070769616
0,371.080029111461
0,1847.4327546842987
0,250.6395432997567
1,690.4494172395454
0,2121.98108080369
0,1468.5140201785891
0,485.80538321043167
0,189.29211847566617
1,357.46534757544254
0,248.29102063219412
0,6.971398914039023
2,2517.314340527015
2,1572.0374472817384
0,1169.1998448878112
0,213.1666911378719
0,1769.5050145283533
0,338.6821561665025
0,890.4642865410051
0,587.3651001092477
0,1212.5286710581672
0,892.145846957451
1,2096.5400266026704
0,960.4616343254155
0,1289.959300195087
1,1276.108083864479
1,1192.6083225696377
1,15.690370051844445
0,182.48050529232728
0,756.0756262929413
0,264.0633891908283
0,297.02768994737147
0,899.8961431483501
0,703.0235654632377
0,1103.1047617419392
0,1348.9983770868162
0,1290.6464231747523
0,79.66684844083944
0,2409.03974102808
0,247.34788328993767
0,825.196019740438
0,1995.519441973243
1,348.85135368341554
1,1676.927083855229
2,358.4879802942464
0,563.3611533655563
0,2094.6396996058616
0,216.11398425331146
0,523.3847075686449
0,142.8161576871349
0,3845.8961778244643
0,206.35334538997876
0,626.954103683009
2,2352.772901963032
0,186.41399408422564
0,170.91457832646853
0,858.7421585714437
0,1828.5704176460345
0,1018.3093374501517
0,5472.606124085753
0,1185.5587429468071
0,386.80620377578913
0,726.1175467663738
0,1695.0003927655396
1,494.5688601756118
0,126.7749540180149
0,5384.000323273182
0,391.3231125336531
0,1449.2450730415549
1,330.100843319781
1,46.34382349624374
0,1530.407929858714
1,255.28910441769548
0,1638.3986832640257
0,866.0654385240775
0,618.2579298846276
0,223.74507110396112
2,2556.3318151912
1,394.5855298293938
0,181.72629089143493
0,685.0450095379979
2,2283.851573748126
1,108.88577771337728
0,18.70523972556343
1,687.5393754337639
0,237.09766475845382
0,1589.9031512303932
0,257.87436818171824
0,482.9418516834169
1,521.9053418292601
0,4227.245493905324
0,1746.3316752309813
0,739.4595054212493
0,236.60269661587492
0,423.6901657868576
0,902.448709278699
0,157.32556485569248
0,118.13659380498098
0,1914.7072868005444
2,1507.8075501261806
2,177.72929163285153
0,791.3677214334016
1,1279.3759480573074
0,3207.2013620578064
1,4962.867053396575
0,2139.578762583202
0,87.25824040583034
0,128.70839369862605
0,2803.924052433302
1,507.41262690251176
0,865.9316596705204
1,954.9936853798021
0,646.8582968812161
0,52.329715473319006
2,302.44216214616904
1,298.2194237394695
0,587.4524264227412
1,86.71539595466216
0,1764.9532868678514
0,7536.348849951181
1,426.1233213340029
0,1039.6020929775646
1,1724.9637491613896
0,1822.2410339165588
0,609.0439574156719
2,806.7693951671768
0,485.2594869919887
0,789.8344046605474
1,651.362374182415
1,19.936046082321468
0,560.5014973176575
0,1828.4023354876524
0,730.336514873144
0,164.2730001637254
0,287.72106293074074
2,549.1254499487351
0,912.2113806786234
0,713.0721774978355
0,1444.1233159716087
0,240.81845637653083
0,847.1152108626237
1,592.6283478977089
2,362.1330559303956
0,1032.8243194895588
0,984.5620779359502
2,582.3806592375649
0,4121.872120375912
0,442.7499786029061
0,732.0863501762273
1,605.0537500759067
0,1888.8091322225862
1,795.3584705185557
0,226.3144480812099
0,4060.4978175839283
0,1372.6860651007173
1,3027.177095908582
0,241.38782380966055
1,415.4228393230589
1,652.7491399138387
2,644.0470791701018
0,10.436748768658642
0,735.2076918436459
0,1689.5199728404777
0,1070.1427076377713
0,201.8599347398055
2,740.1320054542575
0,171.40565734016
0,1489.7923554616705
0,1.4229595775010107
0,136.9377031023233
0,108.95617394405672
0,790.2481253412263
0,347.8504583610764
0,35.736129908744246
0,687.6322545601513
0,1439.1167886147653
0,2258.16134441222
0,122.21593977198904
0,674.6800064743128
0,201.32399850961374
0,110.92239313349212
0,574.9307760489802
0,1087.6779554670952
0,1345.3936122596429
1,218.34729476840377
0,586.1837277223387
0,2313.259617643252
0,1216.7520837983327
0,1180.6993684094252
0,2159.8254804078915
1,860.5019200626602
0,89.72809980594404
0,761.3226297052979
0,1871.4432432005876
2,484.08629933178156
1,608.9805826934885
1,1104.2960930609552
0,499.23835379980846
0,311.86781399493844
2,964.624545145545
0,2343.202549875236
1,331.9784731258284
0,36.848291652050136
0,765.2990637095284
0,196.4234583332069
1,605.2224537381389
0,303.62103838979556
0,1233.7982530721215
0,1299.818296033611
0,394.10476257299223
0,1047.3705488906432
0,290.3592004678364
0,325.675615991931
0,594.6186752706043
0,214.08199741765793
0,596.2233126311173
0,190.85702196262196
0,3494.0079742217645
0,94.87547302117595
1,1450.1572462494341
0,934.6794326415417
1,1378.8186187701695
0,214.27783149574907
1,1677.1673216908262
2,495.9116222344216
0,750.4686696539364
0,2329.984350040736
0,32.51951337464913
0,1004.5063163022284
0,13.194272651499217
0,1351.7333090018174
1,118.13489478632191
0,92.54207150827446
0,3813.57391298946
0,2331.355160388055
0,453.027534753487
0,3.6031316354487655
1,1220.2999456042758
0,335.226228106673
0,555.7872089962876
1,575.2578705880377
0,342.95329956430965
0,2067.3672996563478
1,2501.75649242273
0,586.3563416305892
0,553.3402473207933
0,480.9877465013103
0,35.34138032136482
2,525.1638108520169
0,1923.560026458649
0,2500.247302768174
0,940.6146078440868
0,19.990098509234386
0,175.35403240500156
1,322.692067393465
0,1274.6416679994752
0,40.50737889904782
2,78.18619064883107
0,511.5523142561069
0,3049.681558768847
0,728.4842071534594
0,234.1923110635796
0,2035.446507754467
1,863.1673700358543
2,303.1412153200414
1,3959.411243314376
1,275.5603220018723
0,1598.3992951941582
0,32.52417534489075
0,1901.6126526120818
0,1206.1119763338547
0,906.1038376680405
0,327.30147537710496
0,682.253383602643
0,144.0150949718247
0,10.302046353165261
0,1513.8133339230842
0,330.3279874417528
1,1623.1156511096049
0,1400.3441502260625
0,7.075269864336958
1,1762.0620379875409
0,416.5029732202325
0,401.15440897752154
2,1112.5448258378094
1,480.48479221441335
2,866.0296942798166
1,2172.2910445073085
1,838.0820092772033
0,722.2436892271922
1,439.32210829723255
2,562.9895043491845
0,304.8765182122849
1,2175.243898801722
1,1680.345471131753
0,276.0921105328277
0,112.46704682195272
0,571.2452313535351
1,486.4190138096433
0,1300.6337878563027
0,183.9226145831794
2,750.6808709253619
0,3062.154942925955
2,1442.6390830380644
2,250.72627110624575
0,548.611788963085
0,116.56756416614047
0,146.76153928332403
0,1353.8412436694568
2,221.1358387898917
0,787.3782922152042
0,362.6395252535061
0,427.0620977600459
0,1794.160412928025
0,207.50386850693496
1,491.37843915784725
2,659.5818497207937
0,279.97551046279216
2,167.9311004359956
0,174.82567613220948
0,1258.8200803678412
0,2275.334798585553
0,2342.9462082506734
0,1846.0189989189992
0,1261.5183383125773
2,396.8863857610867
0,71.42570705605975
0,1087.4492755891172
0,362.8186830874574
1,381.48027798862614
0,1083.0637439671805
0,1445.3513648656235
0,2393.494568993629
0,247.17794451401227
0,128.8797477798922
0,1530.0401994959138
0,521.3813728131505
0,142.16715338473568
1,70.63628906105026
2,776.1917446786016
0,841.7359773566616
0,426.8167229339172
0,205.26456326479814
0,270.99243631290597
0,5502.388493769131
0,45.82882449250728
0,416.8017675934192
0,1069.0613603388026
0,2729.393165978595
2,66.94838583269079
0,1534.4011712246852
1,763.3872746372515
0,1491.2502083316604
0,89.05415317687346
2,1544.1176521776672
0,401.40410804674866
1,165.3643633334782
2,527.4352127119809
0,28.392162585119383
2,829.0587599849283
0,1425.2961536866994
0,125.10508333853926
0,1514.151024884037
0,3161.0014075950835
0,1422.0480296941255
0,844.1274030567312
0,1527.183985029893
2,187.30782614646142
0,262.8333812315474
1,720.0186263094624
0,1852.2859581751977
1,164.9158028938332
0,1655.1456840481744
0,1633.8183416053844
